P002A,"""B"" Camshaft Profile Actuator ""A"" Control Circuit/Open Bank 1"
P002B,"""B"" Camshaft Profile Actuator ""A"" Control Circuit Low Bank 1"
P002C,"""B"" Camshaft Profile Actuator ""A"" Control Circuit High Bank 1"
P002D,"""B"" Camshaft Profile Actuator ""A"" Control Circuit/Open Bank 2"
P002E,"""B"" Camshaft Profile Actuator ""A"" Control Circuit Low Bank 2"
P002F,"""B"" Camshaft Profile Actuator ""A"" Control Circuit High Bank 2"
P0030,HO2S Heater Control Circuit Bank 1 Sensor 1
P0031,HO2S Heater Control Circuit Low Bank 1 Sensor 1
P0032,HO2S Heater Control Circuit High Bank 1 Sensor 1
P0033,"Turbocharger/Supercharger Bypass Valve ""A"" Control Circuit"
P0034,"Turbocharger/Supercharger Bypass Valve ""A"" Control Circuit Low"
P0035,"Turbocharger/Supercharger Bypass Valve ""A"" Control Circuit High"
P0036,HO2S Heater Control Circuit Bank 1 Sensor 2
P0037,HO2S Heater Control Circuit Low Bank 1 Sensor 2
P0038,HO2S Heater Control Circuit High Bank 1 Sensor 2
P0039,"Turbocharger/Supercharger Bypass Valve ""A"" Control Circuit Range/Performance"
P003A,"Turbocharger/Supercharger Boost Control ""A"" Position Exceeded Learning Limit"
P003B,"Turbocharger/Supercharger Boost Control ""B"" Position Exceeded Learning Limit"
P003C,"""A"" Camshaft Profile Actuator ""A"" Control Performance/Stuck Off Bank 1"
P003D,"""A"" Camshaft Profile Actuator ""A"" Control Stuck On Bank 1"
P003E,"""A"" Camshaft Profile Actuator ""A"" Control Performance/Stuck Off Bank 2"
P003F,"""A"" Camshaft Profile Actuator ""A"" Control Stuck On Bank 2"
P0040,O2 Sensor Signals Swapped Bank 1 Sensor 1/Bank 2 Sensor 1
P0041,O2 Sensor Signals Swapped Bank 1 Sensor 2/Bank 2 Sensor 2
P0042,HO2S Heater Control Circuit Bank 1 Sensor 3
P0043,HO2S Heater Control Circuit Low Bank 1 Sensor 3
P0044,HO2S Heater Control Circuit High Bank 1 Sensor 3
P0045,"Turbocharger/Supercharger Boost Control ""A"" Circuit/Open"
P0046,"Turbocharger/Supercharger Boost Control ""A"" Circuit Range/Performance"
P0047,"Turbocharger/Supercharger Boost Control ""A"" Circuit Low"
P0048,"Turbocharger/Supercharger Boost Control ""A"" Circuit High"
P0049,"Turbocharger/Supercharger ""A"" Turbine Overspeed"
P004A,"Turbocharger/Supercharger Boost Control ""B"" Circuit/Open"
P004B,"Turbocharger/Supercharger Boost Control ""B"" Circuit Range/Performance"
P004C,"Turbocharger/Supercharger Boost Control ""B"" Circuit Low"
P004D,"Turbocharger/Supercharger Boost Control ""B"" Circuit High"
P004E,"Turbocharger/Supercharger Boost Control ""A"" Circuit Intermittent/Erratic"
P004F,"Turbocharger/Supercharger Boost Control ""B"" Circuit Intermittent/Erratic"
P0050,HO2S Heater Control Circuit Bank 2 Sensor 1
P0051,HO2S Heater Control Circuit Low Bank 2 Sensor 1
P0052,HO2S Heater Control Circuit High Bank 2 Sensor 1
P0053,HO2S Heater Resistance Bank 1 Sensor 1
P0054,HO2S Heater Resistance Bank 1 Sensor 2
P0055,HO2S Heater Resistance Bank 1 Sensor 3
P0056,HO2S Heater Control Circuit Bank 2 Sensor 2
P0057,HO2S Heater Control Circuit Low Bank 2 Sensor 2
P0058,HO2S Heater Control Circuit High Bank 2 Sensor 2
P0059,HO2S Heater Resistance Bank 2 Sensor 1
P005A,"""B"" Camshaft Profile Actuator ""A"" Control Performance/Stuck Off Bank 1"
P005B,"""B"" Camshaft Profile Actuator ""A"" Control Stuck On Bank 1"
P005C,"""B"" Camshaft Profile Actuator ""A"" Control Performance/Stuck Off Bank 2"
P005D,"""B"" Camshaft Profile Actuator ""A"" Control Stuck On Bank 2"
P005E,"Turbocharger/Supercharger Boost Control ""B"" Supply Voltage Circuit Low"
P005F,"Turbocharger/Supercharger Boost Control ""B"" Supply Voltage Circuit High"
P0060,HO2S Heater Resistance Bank 2 Sensor 2
P0061,HO2S Heater Resistance Bank 2 Sensor 3
P0062,HO2S Heater Control Circuit Bank 2 Sensor 3
P0063,HO2S Heater Control Circuit Low Bank 2 Sensor 3
P0064,HO2S Heater Control Circuit High Bank 2 Sensor 3
P0065,Air Assisted Injector Control Range/Performance
P0066,Air Assisted Injector Control Circuit Low
P0067,Air Assisted Injector Control Circuit High
P0068,MAP/MAF - Throttle Position Correlation
P0069,Manifold Absolute Pressure - Barometric Pressure Correlation
P006A,MAP - Mass or Volume Air Flow Correlation Bank 1
P006B,MAP - Exhaust Pressure Correlation
P006C,MAP - Turbocharger/Supercharger Inlet Pressure Correlation
P006D,"""Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation Bank 1"""
P006E,"Turbocharger/Supercharger Boost Control ""A"" Supply Voltage Circuit Low"
P006F,"Turbocharger/Supercharger Boost Control ""A"" Supply Voltage Circuit High"
P0070,"Ambient Air Temperature Sensor Circuit ""A"""
P0071,"Ambient Air Temperature Sensor Circuit ""A"" Range/Performance"
P0072,"Ambient Air Temperature Sensor Circuit ""A"" Low"
P0073,"Ambient Air Temperature Sensor Circuit ""A"" High"
P0074,"Ambient Air Temperature Sensor Circuit ""A"" Intermittent/Erratic"
P0075,Intake Valve Control Solenoid Circuit Bank 1
P0076,Intake Valve Control Solenoid Circuit Low Bank 1
P0077,Intake Valve Control Solenoid Circuit High Bank 1
P0078,Exhaust Valve Control Solenoid Circuit Bank 1
P0079,Exhaust Valve Control Solenoid Circuit Low Bank 1
P007A,Charge Air Cooler Temperature Sensor Circuit Bank 1
P007B,"""Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 1"""
P007C,Charge Air Cooler Temperature Sensor Circuit Low Bank 1
P007D,Charge Air Cooler Temperature Sensor Circuit High Bank 1
P007E,"""Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 1"""
P007F,Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation
P0080,Exhaust Valve Control Solenoid Circuit High Bank 1
P0081,Intake Valve Control Solenoid Circuit Bank 2
P0082,Intake Valve Control Solenoid Circuit Low Bank 2
P0083,Intake Valve Control Solenoid Circuit High Bank 2
P0084,Exhaust Valve Control Solenoid Circuit Bank 2
P0085,Exhaust Valve Control Solenoid Circuit Low Bank 2
P0086,Exhaust Valve Control Solenoid Circuit High Bank 2
P0087,Fuel Rail/System Pressure - Too Low Bank 1
P0088,Fuel Rail/System Pressure - Too High Bank 1
P0089,"Fuel Pressure Regulator ""A"" Performance"
P008A,Low Pressure Fuel System Pressure - Too Low
P008B,Low Pressure Fuel System Pressure - Too High
P008C,Fuel Cooler Pump Control Circuit/Open
P008D,Fuel Cooler Pump Control Circuit Low
P008E,Fuel Cooler Pump Control Circuit High
P008F,Engine Coolant Temperature/Fuel Temperature Correlation
P0090,"Fuel Pressure Regulator ""A"" Control Circuit/Open"
P0091,"Fuel Pressure Regulator ""A"" Control Circuit Low"
P0092,"Fuel Pressure Regulator ""A"" Control Circuit High"
P0093,Fuel System Leak Detected - Large Leak
P0094,Fuel System Leak Detected - Small Leak
P0095,Intake Air Temperature Sensor 2 Circuit Bank 1
P0096,Intake Air Temperature Sensor 2 Circuit Range/Performance Bank 1
P0097,Intake Air Temperature Sensor 2 Circuit Low Bank 1
P0098,Intake Air Temperature Sensor 2 Circuit High Bank 1
P0099,"""Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic Bank 1"""
P009A,Intake Air Temperature/Ambient Air Temperature Correlation
P009B,Fuel Pressure Relief Control Circuit/Open
P009C,Fuel Pressure Relief Control Circuit Low
P009D,Fuel Pressure Relief Control Circuit High
P009E,Fuel Pressure Relief Control Performance/Stuck Off
P009F,Fuel Pressure Relief Control Stuck On
P00A0,Charge Air Cooler Temperature Sensor Circuit Bank 2
P00A1,"""Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 2"""
P00A2,Charge Air Cooler Temperature Sensor Circuit Low Bank 2
P00A3,Charge Air Cooler Temperature Sensor Circuit High Bank 2
P00A4,"""Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 2"""
P00A5,Intake Air Temperature Sensor 2 Circuit Bank 2
P00A6,Intake Air Temperature Sensor 2 Circuit Range/Performance Bank 2
P00A7,Intake Air Temperature Sensor 2 Circuit Low Bank 2
P00A8,Intake Air Temperature Sensor 2 Circuit High Bank 2
P00A9,"""Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic Bank 2"""
P00AA,Intake Air Temperature Sensor 1 Circuit Bank 2
P00AB,Intake Air Temperature Sensor 1 Circuit Range/Performance Bank 2
P00AC,Intake Air Temperature Sensor 1 Circuit Low Bank 2
P00AD,Intake Air Temperature Sensor 1 Circuit High Bank 2
P00AE,Intake Air Temperature Sensor 1 Circuit Intermittent Bank 2
P00AF,"Turbocharger/Supercharger Boost Control ""A"" Module Performance"
P00B0,"Turbocharger/Supercharger Boost Control ""B"" Module Performance"
P00B1,Radiator Coolant Temperature Sensor Circuit
P00B2,Radiator Coolant Temperature Sensor Circuit Range/Performance
P00B3,Radiator Coolant Temperature Sensor Circuit Low
P00B4,Radiator Coolant Temperature Sensor Circuit High
P00B5,Radiator Coolant Temperature Sensor Circuit Intermittent/Erratic
P00B6,"""Radiator Coolant Temperature/Engine Coolant Temperature Correlation"""
P00B7,Engine Coolant Flow Low/Performance
P00B8,MAP - Mass or Volume Air Flow Correlation Bank 2
P00B9,"""Low Pressure Fuel System Pressure - Too Low, Low Ambient Temperature"""
P00BA,Low Fuel Pressure - Forced Limited Power
P00BB,Fuel Injector Insufficient Flow - Forced Limited Power
P00BC,"Mass or Volume Air Flow ""A"" Circuit Range/Performance - Air Flow Too Low"
P00BD,"Mass or Volume Air Flow ""A"" Circuit Range/Performance - Air Flow Too High"
P00BE,"Mass or Volume Air Flow ""B"" Circuit Range/Performance - Air Flow Too Low"
P00BF,"Mass or Volume Air Flow ""B"" Circuit Range/Performance - Air Flow Too High"
P00C0,"Turbocharger/Supercharger Bypass Valve ""B"" Control Circuit"
P00C1,"Turbocharger/Supercharger Bypass Valve ""B"" Control Circuit Low"
P00C2,"Turbocharger/Supercharger Bypass Valve ""B"" Control Circuit High"
P00C3,"Turbocharger/Supercharger Bypass Valve ""B"" Control Circuit Range/Performance"
P00C4,"Turbocharger/Supercharger Bypass Valve ""B"" - Mechanical"
P00C5,"Turbocharger/Supercharger ""B"" Turbine Overspeed"
P00C6,Fuel Rail Pressure Too Low - Engine Cranking Bank 1
P00C7,"""Intake Air Pressure Measurement System - Multiple Sensor Correlation Bank 1"""
P00C8,"Fuel Pressure Regulator ""A"" Solenoid Supply Voltage Control Circuit/Open"
P00C9,"Fuel Pressure Regulator ""A"" Solenoid Supply Voltage Control Circuit Low"
P00CA,"Fuel Pressure Regulator ""A"" Solenoid Supply Voltage Control Circuit High"
P00CB,"""Fuel Volume Regulator Solenoid Supply Voltage Control Circuit/Open"""
P00CC,"""Fuel Volume Regulator Solenoid Supply Voltage Control Circuit Low"""
P00CD,"""Fuel Volume Regulator Solenoid Supply Voltage Control Circuit High"""
P00CE,"""Intake Air Temperature Measurement System - Multiple Sensor Correlation Bank 1"""
P00CF,"Barometric Pressure - Turbocharger/Supercharger Boost Sensor ""A"" Correlation"
P00D0,"Barometric Pressure - Turbocharger/Supercharger Boost Sensor ""B"" Correlation"
P00D1,HO2S Heater Control Circuit Range/Performance Bank 1 Sensor 1
P00D2,HO2S Heater Control Circuit Range/Performance Bank 1 Sensor 2
P00D3,HO2S Heater Control Circuit Range/Performance Bank 2 Sensor 1
P00D4,HO2S Heater Control Circuit Range/Performance Bank 2 Sensor 2
P00D5,HO2S Sensor Correlation Bank 1 Sensor 1/Bank 1 Sensor 2
P00D6,HO2S Sensor Correlation Bank 2 Sensor 1/Bank 2 Sensor 2
P00D7,"Turbocharger/Supercharger Bypass Valve ""A"" Temperature Too High"
P00D8,"Turbocharger/Supercharger Bypass Valve ""B"" Temperature Too High"
P00D9,"Ambient Air Temperature Sensor Circuit ""B"""
P00DA,"Ambient Air Temperature Sensor Circuit ""B"" Range/Performance"
P00DB,"Ambient Air Temperature Sensor Circuit ""B"" Low"
P00DC,"Ambient Air Temperature Sensor Circuit ""B"" High"
P00DD,"Ambient Air Temperature Sensor Circuit ""B"" Intermittent/Erratic"
P00DE,"Charge Air Cooler Coolant Temperature Sensor ""A"" Circuit"
P00DF,"Charge Air Cooler Coolant Temperature Sensor ""A"" Circuit Range/Performance"
P00E0,"Charge Air Cooler Coolant Temperature Sensor ""A"" Circuit Low"
P00E1,"Charge Air Cooler Coolant Temperature Sensor ""A"" Circuit High"
P00E2,"Charge Air Cooler Coolant Temperature Sensor ""A"" Intermittent/Erratic"
P00E3,"Exhaust Heat Exchanger Exhaust Bypass Valve ""A"" Stuck Open"
P00E4,"Exhaust Heat Exchanger Exhaust Bypass Valve ""A"" Stuck Closed"
P00E5,Intake Air Temperature/Fuel Temperature Correlation
P00E6,"""Intake Air Pressure Measurement System - Multiple Sensor Correlation Bank 2"""
P00E7,"""Intake Air Temperature Measurement System - Multiple Sensor Correlation Bank 2"""
P00E8,Intake Air Temperature Sensor 3 Circuit Bank 1
P00E9,Intake Air Temperature Sensor 3 Circuit Range/Performance Bank 1
P00EA,Intake Air Temperature Sensor 3 Circuit Low Bank 1
P00EB,Intake Air Temperature Sensor 3 Circuit High Bank 1
P00EC,"""Intake Air Temperature Sensor 3 Circuit Intermittent/Erratic Bank 1"""
P00ED,Intake Air Temperature Sensor 3 Circuit Bank 2
P00EE,Intake Air Temperature Sensor 3 Circuit Range/Performance Bank 2
P00EF,Intake Air Temperature Sensor 3 Circuit Low Bank 2
P00F0,Intake Air Temperature Sensor 3 Circuit High Bank 2
P00F1,"""Intake Air Temperature Sensor 3 Circuit Intermittent/Erratic Bank 2"""
P00F2,Humidity Sensor Circuit/Open
P00F3,Humidity Sensor Circuit Range/Performance
P00F4,Humidity Sensor Circuit Low
P00F5,Humidity Sensor Circuit High
P00F6,Humidity Sensor Circuit Intermittent/Erratic
P00F7,"""Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation Bank 2"""
P00F8,"Turbocharger Outlet Pressure Sensor ""A"" Circuit"
P00F9,"Turbocharger Outlet Pressure Sensor ""A"" Range/Performance"
P00FA,"Turbocharger Outlet Pressure Sensor ""A"" Circuit Low"
P00FB,"Turbocharger Outlet Pressure Sensor ""A"" Circuit High"
P00FC,"Turbocharger Outlet Pressure Sensor ""A"" Intermittent/Erratic"
P00FD,"Battery ""B"" State of Charge Performance"
P00FE,EVAP System Tank Vapor Line Restricted/Blocked
P00FF,Body Control Module Requested MIL Illumination
P0100,"Mass or Volume Air Flow Sensor ""A"" Circuit"
P0101,"Mass or Volume Air Flow Sensor ""A"" Circuit Range/Performance"
P0102,"Mass or Volume Air Flow Sensor ""A"" Circuit Low"
P0103,"Mass or Volume Air Flow Sensor ""A"" Circuit High"
P0104,"Mass or Volume Air Flow Sensor ""A"" Circuit Intermittent"
P0105,Manifold Absolute Pressure/Barometric Pressure Sensor Circuit
P0106,"""Manifold Absolute Pressure/Barometric Pressure Sensor Circuit Range/Performance"""
P0107,"""Manifold Absolute Pressure/Barometric Pressure Sensor Circuit Low"""
P0108,"""Manifold Absolute Pressure/Barometric Pressure Sensor Circuit High"""
P0109,"""Manifold Absolute Pressure/Barometric Pressure Sensor Circuit Intermittent"""
P010A,"Mass or Volume Air Flow Sensor ""B"" Circuit"
P010B,"Mass or Volume Air Flow Sensor ""B"" Circuit Range/Performance"
P010C,"Mass or Volume Air Flow Sensor ""B"" Circuit Low"
P010D,"Mass or Volume Air Flow Sensor ""B"" Circuit High"
P010E,"Mass or Volume Air Flow Sensor ""B"" Circuit Intermittent/Erratic"
P010F,Mass or Volume Air Flow Sensor A/B Correlation
P0110,Intake Air Temperature Sensor 1 Circuit Bank 1
P0111,Intake Air Temperature Sensor 1 Circuit Range/Performance Bank 1
P0112,Intake Air Temperature Sensor 1 Circuit Low Bank 1
P0113,Intake Air Temperature Sensor 1 Circuit High Bank 1
P0114,Intake Air Temperature Sensor 1 Circuit Intermittent Bank 1
P0115,Engine Coolant Temperature Sensor 1 Circuit
P0116,Engine Coolant Temperature Sensor 1 Circuit Range/Performance
P0117,Engine Coolant Temperature Sensor 1 Circuit Low
P0118,Engine Coolant Temperature Sensor 1 Circuit High
P0119,Engine Coolant Temperature Sensor 1 Circuit Intermittent/Erratic
P011A,Engine Coolant Temperature Sensor 1/2 Correlation
P011B,Engine Coolant Temperature/Intake Air Temperature Correlation
P011C,"""Charge Air Cooler Temperature/Intake Air Temperature Correlation Bank 1"""
P011D,"""Charge Air Cooler Temperature/Intake Air Temperature Correlation Bank 2"""
P011E,"""Engine Coolant Temperature 1 / Ambient Air Temperature Correlation"""
P011F,"""Engine Coolant Temperature 2 / Ambient Air Temperature Correlation"""
P0120,"Throttle/Pedal Position Sensor/Switch ""A"" Circuit"
P0121,"Throttle/Pedal Position Sensor/Switch ""A"" Circuit Range/Performance"
P0122,"Throttle/Pedal Position Sensor/Switch ""A"" Circuit Low"
P0123,"Throttle/Pedal Position Sensor/Switch ""A"" Circuit High"
P0124,"Throttle/Pedal Position Sensor/Switch ""A"" Circuit Intermittent"
P0125,Insufficient Coolant Temperature for Closed Loop Fuel Control
P0126,Insufficient Coolant Temperature for Stable Operation
P0127,Intake Air Temperature Too High
P0128,"""Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature)"""
P0129,Barometric Pressure Too Low
P012A,"Turbocharger/Supercharger Inlet Pressure Sensor ""A"" Circuit"
P012B,"Turbocharger/Supercharger Inlet Pressure Sensor ""A"" Circuit Range/Performance"
P012C,"Turbocharger/Supercharger Inlet Pressure Sensor ""A"" Circuit Low"
P012D,"Turbocharger/Supercharger Inlet Pressure Sensor ""A"" Circuit High"
P012E,"Turbocharger/Supercharger Inlet Pressure Sensor ""A"" Circuit Intermittent/Erratic"
P012F,Engine Coolant Temperature / Engine Oil Temperature Correlation
P0130,O2 Sensor Circuit Bank 1 Sensor 1
P0131,O2 Sensor Circuit Low Voltage Bank 1 Sensor 1
P0132,O2 Sensor Circuit High Voltage Bank 1 Sensor 1
P0133,O2 Sensor Circuit Slow Response Bank 1 Sensor 1
P0134,O2 Sensor Circuit No Activity Detected Bank 1 Sensor 1
P0135,O2 Sensor Heater Circuit Bank 1 Sensor 1
P0136,O2 Sensor Circuit Bank 1 Sensor 2
P0137,O2 Sensor Circuit Low Voltage Bank 1 Sensor 2
P0138,O2 Sensor Circuit High Voltage Bank 1 Sensor 2
P0139,O2 Sensor Circuit Slow Response Bank 1 Sensor 2
P013A,O2 Sensor Slow Response - Rich to Lean Bank 1 Sensor 2
P013B,O2 Sensor Slow Response - Lean to Rich Bank 1 Sensor 2
P013C,O2 Sensor Slow Response - Rich to Lean Bank 2 Sensor 2
P013D,O2 Sensor Slow Response - Lean to Rich Bank 2 Sensor 2
P013E,O2 Sensor Delayed Response - Rich to Lean Bank 1 Sensor 2
P013F,O2 Sensor Delayed Response - Lean to Rich Bank 1 Sensor 2
P0140,O2 Sensor Circuit No Activity Detected Bank 1 Sensor 2
P0141,O2 Sensor Heater Circuit Bank 1 Sensor 2
P0142,O2 Sensor Circuit Bank 1 Sensor 3
P0143,O2 Sensor Circuit Low Voltage Bank 1 Sensor 3
P0144,O2 Sensor Circuit High Voltage Bank 1 Sensor 3
P0145,O2 Sensor Circuit Slow Response Bank 1 Sensor 3
P0146,O2 Sensor Circuit No Activity Detected Bank 1 Sensor 3
P0147,O2 Sensor Heater Circuit Bank 1 Sensor 3
P0148,Fuel Delivery Error
P0149,Fuel Timing Error
P014A,O2 Sensor Delayed Response - Rich to Lean Bank 2 Sensor 2
P014B,O2 Sensor Delayed Response - Lean to Rich Bank 2 Sensor 2
P014C,O2 Sensor Slow Response - Rich to Lean Bank 1 Sensor 1
P014D,O2 Sensor Slow Response - Lean to Rich Bank 1 Sensor 1
P014E,O2 Sensor Slow Response - Rich to Lean Bank 2 Sensor 1
P014F,O2 Sensor Slow Response - Lean to Rich Bank 2 Sensor 1
P0150,O2 Sensor Circuit Bank 2 Sensor 1
P0151,O2 Sensor Circuit Low Voltage Bank 2 Sensor 1
P0152,O2 Sensor Circuit High Voltage Bank 2 Sensor 1
P0153,O2 Sensor Circuit Slow Response Bank 2 Sensor 1
P0154,O2 Sensor Circuit No Activity Detected Bank 2 Sensor 1
P0155,O2 Sensor Heater Circuit Bank 2 Sensor 1
P0156,O2 Sensor Circuit Bank 2 Sensor 2
P0157,O2 Sensor Circuit Low Voltage Bank 2 Sensor 2
P0158,O2 Sensor Circuit High Voltage Bank 2 Sensor 2
P0159,O2 Sensor Circuit Slow Response Bank 2 Sensor 2
P015A,O2 Sensor Delayed Response - Rich to Lean Bank 1 Sensor 1
P015B,O2 Sensor Delayed Response - Lean to Rich Bank 1 Sensor 1
P015C,O2 Sensor Delayed Response - Rich to Lean Bank 2 Sensor 1
P015D,O2 Sensor Delayed Response - Lean to Rich Bank 2 Sensor 1
P015E,Excessive Time to Enter Closed Loop Fuel Timing Control
P015F,Excessive Time to Enter Closed Loop Cylinder Balance Control
P0160,O2 Sensor Circuit No Activity Detected Bank 2 Sensor 2
P0161,O2 Sensor Heater Circuit Bank 2 Sensor 2
P0162,O2 Sensor Circuit Bank 2 Sensor 3
P0163,O2 Sensor Circuit Low Voltage Bank 2 Sensor 3
P0164,O2 Sensor Circuit High Voltage Bank 2 Sensor 3
P0165,O2 Sensor Circuit Slow Response Bank 2 Sensor 3
P0166,O2 Sensor Circuit No Activity Detected Bank 2 Sensor 3
P0167,O2 Sensor Heater Circuit Bank 2 Sensor 3
P0168,Fuel Temperature Too High
P0169,Incorrect Fuel Composition
P016A,Excessive Time To Enter Closed Loop Air/Fuel Ratio Control
P016B,Closed Loop Air/Fuel Ratio Control At Limit - System Too Rich
P016C,Closed Loop Air/Fuel Ratio Control At Limit - System Too Lean
P016D,Excessive Time To Enter Closed Loop Fuel Pressure Control
P016E,Closed Loop Fuel Pressure Control At Limit - Pressure Too High
P016F,Closed Loop Fuel Pressure Control At Limit - Pressure Too Low
P0170,Fuel Trim Bank 1
P0171,System Too Lean Bank 1
P0172,System Too Rich Bank 1
P0173,Fuel Trim Bank 2
P0174,System Too Lean Bank 2
P0175,System Too Rich Bank 2
P0176,Fuel Composition Sensor Circuit
P0177,Fuel Composition Sensor Circuit Range/Performance
P0178,Fuel Composition Sensor Circuit Low
P0179,Fuel Composition Sensor Circuit High
P017A,"Cylinder Head Temperature Sensor ""A"" Circuit"
P017B,"Cylinder Head Temperature Sensor ""A"" Range/Performance"
P017C,"Cylinder Head Temperature Sensor ""A"" Circuit Low"
P017D,"Cylinder Head Temperature Sensor ""A"" Circuit High"
P017E,"Cylinder Head Temperature Sensor ""A"" Circuit Intermittent/Erratic"
P017F,EVAP System Leak Detection Pump Module Air Filter Restricted
P0180,"Fuel Temperature Sensor ""A"" Circuit"
P0181,"Fuel Temperature Sensor ""A"" Circuit Range/Performance"
P0182,"Fuel Temperature Sensor ""A"" Circuit Low"
P0183,"Fuel Temperature Sensor ""A"" Circuit High"
P0184,"Fuel Temperature Sensor ""A"" Circuit Intermittent"
P0185,"Fuel Temperature Sensor ""B"" Circuit"
P0186,"Fuel Temperature Sensor ""B"" Circuit Range/Performance"
P0187,"Fuel Temperature Sensor ""B"" Circuit Low"
P0188,"Fuel Temperature Sensor ""B"" Circuit High"
P0189,"Fuel Temperature Sensor ""B"" Circuit Intermittent"
P018A,"Fuel Pressure Sensor ""B"" Circuit"
P018B,"Fuel Pressure Sensor ""B"" Circuit Range/Performance"
P018C,"Fuel Pressure Sensor ""B"" Circuit Low"
P018D,"Fuel Pressure Sensor ""B"" Circuit High"
P018E,"Fuel Pressure Sensor ""B"" Circuit Intermittent/Erratic"
P018F,Fuel System Over Pressure Relief Valve Frequent Activation
P0190,Fuel Rail Pressure Sensor Circuit Bank 1
P0191,Fuel Rail Pressure Sensor Circuit Range/Performance Bank 1
P0192,Fuel Rail Pressure Sensor Circuit Low Bank 1
P0193,Fuel Rail Pressure Sensor Circuit High Bank 1
P0194,Fuel Rail Pressure Sensor Circuit Intermittent/Erratic Bank 1
P0195,"Engine Oil Temperature Sensor ""A"" Circuit"
P0196,"Engine Oil Temperature Sensor ""A"" Range/Performance"
P0197,"Engine Oil Temperature Sensor ""A"" Circuit Low"
P0198,"Engine Oil Temperature Sensor ""A"" Circuit High"
P0199,"Engine Oil Temperature Sensor ""A"" Circuit Intermittent/Erratic"
P019A,O2 Sensor Delayed Response - Rich to Lean Bank 1 Sensor 3
P019B,O2 Sensor Delayed Response - Lean to Rich Bank 1 Sensor 3
P019C,O2 Sensor Delayed Response - Rich to Lean Bank 2 Sensor 3
P019D,O2 Sensor Delayed Response - Lean to Rich Bank 2 Sensor 3
P019E,"Alternative Fuel Tank ""A"" Pressure Sensor Circuit"
